age,income,credit_sum,loans_count,credit_history,delay_ratio,employment_years,target
24,196889,449185,4,0.439,0.146,34,1
48,105935,181740,2,0.364,0.104,18,1
69,20324,267180,0,0.506,0.102,15,1
51,205688,62114,2,0.507,0.093,5,0
39,86508,145614,4,0.611,0.209,16,1
28,244819,296141,0,0.51,0.088,32,0
18,221720,94250,0,0.814,0.16,34,0
26,26319,480560,1,0.568,0.144,19,1
67,177247,143074,0,0.352,0.162,39,0
25,156755,89134,0,0.339,0.029,1,0
19,55419,392507,3,0.58,0.15,2,1
60,95620,54114,5,0.347,0.124,2,1
39,130334,169049,3,0.589,0.017,2,1
36,49336,107387,0,0.634,0.085,0,0
55,184647,350335,2,0.638,0.261,2,1
45,80164,423157,0,0.37,0.073,31,0
65,235275,105648,4,0.638,0.074,18,1
42,203396,213850,1,0.548,0.132,31,0
55,164065,244466,3,0.409,0.062,31,1
63,43145,348566,7,0.476,0.11,27,1
42,20798,182532,4,0.571,0.069,3,1
32,49290,266254,6,0.399,0.128,4,1
68,132429,256770,2,0.545,0.096,27,1
29,198595,15568,7,0.717,0.237,38,1
20,50945,289273,5,0.645,0.103,6,1
48,181231,288250,4,0.512,0.084,25,1
69,26228,495558,4,0.535,0.172,1,1
22,77417,259900,4,0.419,0.003,7,1
62,155649,450948,1,0.424,0.218,23,1
61,209667,181068,2,0.269,0.031,26,1
66,197576,350974,5,0.538,0.183,23,1
39,140172,451827,3,0.602,0.202,18,1
31,23474,85334,6,0.489,0.063,11,1
44,83946,287847,4,0.368,0.07,31,1
25,199143,460323,0,0.51,0.092,12,0
61,34084,282441,5,0.701,0.144,28,1
52,181001,447367,4,0.635,0.03,14,1
43,180421,215740,2,0.496,0.092,20,1
44,191716,444484,6,0.807,0.078,37,1
55,66049,318133,2,0.905,0.019,15,0
45,72511,244718,0,0.428,0.027,34,0
61,61647,115330,0,0.463,0.109,2,0
66,107494,93646,7,0.604,0.108,21,1
67,138128,151500,3,0.363,0.047,20,1
50,43141,379657,3,0.627,0.106,38,1
56,148338,239336,2,0.515,0.055,10,1
34,71139,200372,5,0.556,0.191,23,1
19,147104,238733,4,0.414,0.093,23,1
38,86155,178838,7,0.382,0.177,4,1
63,239339,405507,7,0.202,0.0,39,1
24,90067,201483,7,0.723,0.123,19,1
46,219757,241354,2,0.641,0.142,17,0
28,56134,283944,4,0.601,0.09,35,1
40,34955,326698,2,0.552,0.062,2,1
25,59347,173424,5,0.154,0.089,26,1
56,113552,45895,5,0.387,0.152,0,1
60,226845,348061,2,0.462,0.015,38,0
57,56418,284407,6,0.338,0.149,32,1
54,199214,327384,2,0.246,0.122,21,1
30,178773,276371,7,0.353,0.082,15,1
45,95952,259342,6,0.507,0.085,36,1
23,94056,474830,0,0.507,0.104,9,0
37,237696,36446,3,0.636,0.216,30,1
44,182938,55227,3,0.809,0.124,16,0
52,71146,468905,6,0.603,0.034,32,1
23,229286,444548,5,0.474,0.07,29,1
60,110602,211731,0,0.77,0.02,39,0
41,33728,274903,6,0.263,0.0,24,1
63,206178,230232,1,0.188,0.019,12,0
45,219150,498586,2,0.367,0.108,35,1
46,119078,233455,1,0.622,0.189,25,0
54,180422,382340,1,0.525,0.17,28,0
60,70136,188863,4,0.331,0.019,10,1
26,214834,196848,0,0.391,0.044,21,0
44,101605,340548,0,0.314,0.034,34,0
19,77816,205563,6,0.314,0.0,14,1
42,132669,16819,2,0.733,0.088,23,0
60,77798,94752,5,0.478,0.156,8,1
63,160851,438019,7,0.765,0.082,7,1
32,190704,189770,0,0.366,0.011,30,0
38,110317,60195,6,0.574,0.041,16,1
46,199109,470188,0,0.534,0.077,8,0
38,116356,499859,6,0.632,0.154,7,1
27,242998,254858,2,0.538,0.087,4,0
33,77026,317760,1,0.648,0.144,18,0
39,180612,379915,1,0.583,0.094,12,0
44,140806,42460,2,0.336,0.117,3,1
65,236730,155378,5,0.61,0.034,19,1
46,66572,285594,5,0.485,0.052,38,1
38,61236,279387,5,0.383,0.012,39,1
52,218868,172340,0,0.604,0.142,23,0
58,226758,10786,7,0.638,0.08,23,1
40,190631,476991,3,0.427,0.0,39,1
43,126597,311082,0,0.447,0.134,30,0
29,111415,380180,7,0.292,0.168,6,1
62,171644,224282,6,0.229,0.043,21,1
63,190598,258437,0,0.464,0.134,15,0
27,79854,227819,3,0.619,0.085,5,1
35,16644,220590,7,0.414,0.0,37,1
32,32285,338629,5,0.714,0.237,23,1
65,95954,497975,1,0.469,0.086,27,1
21,175201,390903,5,0.47,0.114,31,1
28,118470,337018,1,0.457,0.056,2,0
34,160319,15921,2,0.647,0.079,12,0
47,125402,261825,1,0.356,0.111,35,1
30,74139,478318,5,0.481,0.027,8,1
45,190951,204992,7,0.418,0.219,7,1
56,185010,279227,0,0.416,0.159,24,0
61,241259,169045,4,0.505,0.136,10,1
23,209036,103669,1,0.483,0.09,33,0
25,104299,355655,6,0.658,0.047,29,1
22,180614,163618,1,0.498,0.172,30,0
65,97390,298063,2,0.583,0.143,28,1
51,220115,300832,1,0.526,0.072,5,0
45,158471,425610,6,0.711,0.024,26,1
59,211138,469668,0,0.455,0.0,6,0
48,81094,281244,4,0.455,0.102,0,1
30,18506,34668,0,0.612,0.083,39,0
44,48217,295342,4,0.453,0.183,9,1
54,139870,443479,6,0.575,0.169,27,1
19,240962,243904,6,0.851,0.103,13,1
49,162354,286704,0,0.353,0.094,28,0
43,205239,383684,6,0.73,0.019,16,1
21,125273,225114,2,0.426,0.174,17,1
31,240247,213346,5,0.701,0.096,2,1
41,236125,246254,7,0.603,0.142,18,1
35,66190,427450,0,0.59,0.182,27,0
33,217609,249118,2,0.477,0.06,28,0
51,19185,170251,6,0.462,0.042,35,1
39,154259,302397,1,0.392,0.273,23,1
43,117756,349386,2,0.501,0.142,39,1
59,85809,457233,4,0.472,0.08,25,1
22,234398,447555,7,0.529,0.187,31,1
36,170645,393768,2,0.288,0.078,5,1
21,47506,386846,3,0.503,0.123,8,1
66,47726,230165,6,0.689,0.06,23,1
27,42538,177877,0,0.642,0.099,20,0
60,86448,285780,2,0.503,0.081,19,1
27,31203,356106,2,0.884,0.047,36,1
34,77085,264045,3,0.413,0.117,19,1
49,194779,111422,4,0.487,0.055,2,1
61,220316,17233,1,0.282,0.14,20,0
27,199692,38500,3,0.439,0.079,9,1
29,131572,218848,7,0.768,0.0,1,1
63,178413,397777,6,0.445,0.143,10,1
34,236823,397050,7,0.271,0.145,0,1
28,27523,405924,5,0.631,0.258,24,1
56,227573,357442,4,0.558,0.101,18,1
22,184972,21236,1,0.625,0.113,38,0
63,105802,442867,1,0.455,0.134,2,1
63,120427,474419,4,0.349,0.171,19,1
62,118057,426383,3,0.472,0.167,36,1
33,52105,228490,6,0.583,0.122,22,1
23,69125,115196,0,0.489,0.098,14,0
40,84354,453583,7,0.558,0.159,25,1
35,16366,100742,1,0.419,0.095,10,1
67,132769,396205,3,0.564,0.01,34,1
50,126984,483068,2,0.5,0.0,26,1
67,92468,451320,7,0.394,0.079,11,1
57,56460,265341,5,0.521,0.108,3,1
55,242891,418354,0,0.442,0.273,25,0
23,174447,417113,6,0.593,0.092,35,1
21,126564,487257,5,0.631,0.103,37,1
20,184827,186575,0,0.575,0.072,26,0
48,102455,318259,6,0.255,0.143,37,1
28,65649,410409,0,0.355,0.12,32,1
69,173193,121356,3,0.405,0.055,15,1
24,196094,120521,1,0.381,0.029,33,0
67,167878,200885,0,0.419,0.072,4,0
52,148103,186403,4,0.639,0.041,35,1
23,15573,378420,5,0.605,0.084,36,1
21,164897,468569,3,0.436,0.11,22,1
38,160341,86914,2,0.589,0.065,36,0
35,111925,169312,4,0.549,0.202,5,1
34,72285,465622,1,0.495,0.181,3,1
45,245090,301388,0,0.672,0.084,13,0
24,103179,110586,1,0.401,0.033,3,1
24,78927,305758,0,0.508,0.098,9,0
54,180991,439227,6,0.342,0.091,7,1
69,128262,193182,4,0.35,0.096,18,1
32,145985,247024,1,0.296,0.072,25,1
66,167352,310652,4,0.352,0.027,7,1
35,101633,421903,3,0.512,0.102,12,1
35,50790,286639,0,0.455,0.075,29,0
22,54341,479564,7,0.46,0.082,9,1
40,235817,379933,7,0.455,0.107,13,1
43,133788,216852,6,0.766,0.095,31,1
52,112996,248870,6,0.329,0.105,15,1
26,90051,351336,4,0.313,0.072,9,1
27,184584,44625,6,0.373,0.125,32,1
40,229538,121091,4,0.489,0.05,38,1
21,195702,126739,1,0.577,0.024,36,0
25,140571,402385,1,0.593,0.038,17,0
50,126732,413031,6,0.642,0.053,0,1
67,218501,411763,3,0.484,0.01,16,1
47,216236,61623,5,0.441,0.0,30,1
25,106692,154670,1,0.745,0.135,37,0
69,241607,162937,3,0.082,0.189,2,1
45,209447,21828,0,0.509,0.139,4,0
55,213863,136318,1,0.565,0.066,11,0
28,28286,221290,0,0.781,0.0,4,0
48,45552,443999,1,0.251,0.113,7,1
21,85057,93300,4,0.437,0.0,17,1
50,193898,431537,0,0.296,0.094,10,0
28,33371,411090,1,0.23,0.044,23,1
65,34475,87569,5,0.469,0.0,37,1
20,22437,137937,1,0.625,0.204,20,1
51,60102,234541,4,0.681,0.012,20,1
25,230932,472409,6,0.42,0.075,38,1
53,184484,394638,6,0.6,0.091,24,1
43,183464,486186,0,0.47,0.067,39,0
68,83745,163159,1,0.583,0.133,36,1
51,161900,455329,5,0.673,0.048,1,1
37,198061,478508,2,0.471,0.127,37,1
22,140135,303811,3,0.662,0.122,6,1
48,216192,85492,3,0.318,0.004,10,1
40,148845,141039,4,0.598,0.117,22,1
20,91277,73058,3,0.655,0.026,30,1
48,165092,405556,0,0.64,0.018,38,0
28,236637,163406,0,0.322,0.12,18,0
30,209246,353781,0,0.469,0.071,11,0
18,132139,140954,2,0.545,0.126,15,1
37,155268,488812,6,0.566,0.127,14,1
29,244351,389062,7,0.517,0.0,11,1
21,190916,194853,3,0.714,0.152,9,1
40,133088,243589,0,0.306,0.12,28,0
29,81029,38796,0,0.464,0.059,38,0
24,227880,77020,6,0.247,0.09,23,1
42,244539,499209,2,0.593,0.154,6,0
21,31622,409794,7,0.583,0.078,26,1
69,22495,420749,4,1.0,0.248,22,1
42,42048,325316,7,0.654,0.204,16,1
69,105845,118529,1,0.55,0.108,0,0
63,52570,61590,6,0.538,0.084,31,1
68,222281,365557,4,0.453,0.087,24,1
46,229840,172551,3,0.52,0.058,9,1
40,57422,10338,4,0.541,0.109,15,1
55,209831,21049,2,0.205,0.148,21,1
22,48214,283326,4,0.53,0.006,22,1
61,200022,421678,6,0.515,0.145,26,1
34,100876,187790,6,0.763,0.165,3,1
18,24467,499915,7,0.48,0.14,21,1
30,115625,196853,3,0.385,0.091,3,1
30,208348,369329,6,0.54,0.137,6,1
18,234347,129814,7,0.511,0.191,3,1
52,43463,307567,0,0.48,0.096,24,0
22,211488,144674,3,0.308,0.102,33,1
62,83913,391311,5,0.477,0.249,38,1
41,124061,232787,3,0.413,0.122,28,1
55,40564,30484,0,0.468,0.029,31,0
35,243649,131591,5,0.61,0.161,5,1
24,200709,182584,3,0.399,0.128,0,1
27,165935,238555,4,0.467,0.054,12,1
51,185857,142424,0,0.581,0.023,14,0
55,220309,292900,0,0.46,0.117,17,0
31,48704,482143,4,0.891,0.096,26,1
36,72823,358444,7,0.537,0.013,3,1
67,23775,162558,5,0.314,0.094,4,1
62,129906,341801,7,0.374,0.089,33,1
39,131121,483702,6,0.359,0.096,23,1
30,21983,128574,2,0.376,0.134,14,1
33,170465,123866,0,0.581,0.0,33,0
45,17086,29202,4,0.334,0.022,26,1
47,201322,422701,4,0.45,0.066,33,1
27,180781,418014,6,0.671,0.193,25,1
21,206554,212718,4,0.422,0.266,20,1
43,42799,437433,7,0.601,0.1,36,1
59,219538,329258,6,0.248,0.103,39,1
25,143734,489655,4,0.444,0.0,29,1
39,217884,462102,4,0.367,0.163,25,1
26,178561,480258,0,0.545,0.131,1,0
30,169252,202294,6,0.345,0.12,34,1
49,22575,320568,5,0.81,0.013,6,1
32,177616,91964,7,0.254,0.239,1,1
31,120454,448193,0,0.67,0.206,17,0
69,214570,165829,1,0.632,0.121,3,0
26,175775,229524,5,0.546,0.169,3,1
27,32473,301206,3,0.508,0.104,18,1
66,224086,395794,4,0.778,0.157,15,1
46,29782,368549,3,0.871,0.008,5,1
20,85319,478113,5,0.469,0.0,39,1
40,65950,359361,5,0.524,0.011,8,1
47,243940,400176,1,0.417,0.044,8,0
31,51001,290502,6,0.325,0.055,32,1
46,213467,213725,3,0.569,0.131,28,1
51,67209,457536,4,0.537,0.082,14,1
31,167899,195102,4,0.258,0.098,10,1
60,36231,313955,5,0.568,0.017,36,1
41,107102,152855,2,0.542,0.011,1,1
68,161429,246371,0,0.41,0.103,25,0
22,182110,189861,1,0.4,0.062,3,0
34,220036,136598,7,0.564,0.1,0,1
55,206805,412082,1,0.741,0.138,4,0
64,136884,385968,1,0.56,0.215,22,0
29,86275,353735,6,0.617,0.099,11,1
68,76393,50679,1,0.375,0.227,27,1
28,248315,132440,3,0.438,0.128,38,1
39,157951,116852,2,0.591,0.148,1,1
34,228525,358652,5,0.296,0.174,24,1
40,116930,447298,4,0.531,0.15,36,1
64,129092,195903,4,0.574,0.044,4,1
56,209052,171857,4,0.494,0.176,16,1
59,184865,283308,6,0.548,0.074,2,1
31,62182,493946,4,0.509,0.121,4,1
67,138142,191480,4,0.407,0.109,38,1
40,65160,146380,7,0.323,0.18,10,1
51,193818,265598,0,0.486,0.128,6,0
54,22034,458788,6,0.696,0.003,35,1
52,209340,367603,1,0.654,0.246,10,0
49,233327,263940,2,0.448,0.158,11,0
42,20457,368254,0,0.445,0.061,33,1
51,163141,17413,4,0.434,0.02,30,1
65,33596,379059,6,0.434,0.166,22,1
38,99640,57836,3,0.543,0.029,33,1
44,94069,201609,5,0.659,0.156,9,1
27,137129,181446,3,0.839,0.175,31,1
36,230639,348342,6,0.376,0.055,26,1
58,123475,127612,7,0.598,0.048,22,1
51,108594,126968,5,0.581,0.067,14,1
28,36803,443288,2,0.451,0.031,4,1
46,223565,243939,6,0.346,0.116,23,1
60,88954,373318,0,0.541,0.126,32,0
24,123671,295722,7,0.818,0.151,3,1
21,36690,313749,6,0.54,0.042,6,1
38,82880,346376,5,0.382,0.159,35,1
52,145037,337120,4,0.476,0.031,34,1
34,226651,456878,2,0.329,0.159,23,1
60,92289,394607,3,0.503,0.0,18,1
62,146757,159336,0,0.603,0.21,0,0
45,220776,93079,2,0.396,0.063,36,0
37,99713,424190,4,0.012,0.142,22,1
20,84284,192543,2,0.542,0.147,3,1
60,25435,162450,6,0.425,0.011,14,1
64,228370,64433,6,0.387,0.158,33,1
41,41069,280435,4,0.386,0.061,36,1
44,65623,260930,2,0.56,0.079,25,1
57,47737,415768,2,0.439,0.053,5,1
54,181265,376828,4,0.64,0.213,6,1
25,100736,364343,5,0.643,0.018,13,1
52,180668,273855,1,0.459,0.13,30,0
66,157723,432806,3,0.422,0.056,30,1
57,18545,491819,3,0.519,0.176,29,1
42,87283,409291,2,0.478,0.262,9,1
45,15959,180511,1,0.237,0.056,12,1
31,30398,145410,6,0.787,0.11,12,1
52,126155,10645,3,0.607,0.073,29,1
30,77230,496538,4,0.43,0.173,30,1
35,35941,368998,0,0.213,0.083,1,1
31,111040,469129,2,0.473,0.163,28,1
35,121198,395944,1,0.412,0.072,15,1
37,248183,220785,2,0.491,0.257,14,0
22,170463,81065,6,0.175,0.0,20,1
55,107351,33132,4,0.429,0.126,18,1
40,126224,398135,7,0.438,0.099,39,1
67,35960,158713,3,0.471,0.097,22,1
27,105863,195853,6,0.465,0.12,33,1
52,151561,419714,1,0.508,0.104,35,0
27,19930,245832,6,0.728,0.115,39,1
46,231115,475926,4,0.423,0.129,26,1
43,136044,277836,0,0.363,0.222,37,0
41,199873,417519,5,0.241,0.0,23,1
52,79765,71705,3,0.423,0.229,14,1
61,211511,204404,0,0.29,0.279,32,0
34,101209,99722,6,0.644,0.0,35,1
62,233134,37702,4,0.486,0.103,12,1
27,137705,495907,4,0.641,0.196,38,1
33,164587,263615,4,0.72,0.164,17,1
34,62891,183308,0,0.37,0.217,9,1
67,248806,194427,2,0.448,0.126,27,0
24,60270,128052,5,0.7,0.0,9,1
38,22821,70256,2,0.528,0.191,16,1
40,118360,457550,7,0.578,0.144,21,1
59,211187,61868,2,0.655,0.203,19,0
43,231476,198497,3,0.634,0.0,4,0
68,216397,84988,3,0.562,0.015,6,1
56,144969,465510,0,0.709,0.101,3,0
54,230424,110853,6,0.49,0.193,24,1
57,130626,203045,1,0.578,0.213,39,0
26,127369,379355,3,0.473,0.049,25,1
41,57476,289418,7,0.653,0.072,22,1
48,200122,197034,7,0.395,0.301,34,1
28,89282,286204,1,0.248,0.061,0,1
24,60843,224099,3,0.598,0.147,3,1
25,101843,151763,4,0.347,0.068,39,1
59,156735,303206,5,0.332,0.133,35,1
52,78450,188979,2,0.69,0.039,22,1
32,99281,480465,4,0.645,0.041,3,1
56,92576,236957,6,0.449,0.074,7,1
54,155100,380669,6,0.043,0.062,29,1
60,182807,124872,6,0.58,0.079,9,1
65,173756,326399,7,0.599,0.137,23,1
63,48172,284145,6,0.578,0.232,30,1
27,96561,374477,4,0.571,0.059,16,1
58,167396,236244,7,0.473,0.031,18,1
38,65816,362453,3,0.438,0.101,36,1
38,31325,38707,5,0.334,0.04,39,1
51,90596,348222,7,0.395,0.0,18,1
49,174499,379189,0,0.548,0.174,8,0
39,171029,253239,7,0.551,0.106,0,1
69,45499,26806,6,0.618,0.112,7,1
27,174065,287755,7,0.289,0.0,20,1
23,60690,392840,6,0.251,0.059,39,1
19,189209,236130,1,0.443,0.001,21,0
60,148133,56142,2,0.347,0.099,39,1
39,44736,203529,0,0.528,0.109,29,0
40,97292,497103,4,0.304,0.109,3,1
51,207351,142676,3,0.677,0.053,14,0
40,116685,269421,3,0.377,0.04,23,1
47,176714,184054,5,0.739,0.086,2,1
21,190842,359056,6,0.579,0.125,0,1
26,22168,219979,0,0.342,0.059,13,1
66,233896,198310,7,0.814,0.034,35,1
41,93865,293895,2,0.54,0.037,24,1
26,201450,290165,6,0.525,0.054,20,1
37,124677,254938,4,0.49,0.068,21,1
35,150586,136531,3,0.57,0.023,21,1
32,99745,62894,1,0.579,0.069,33,0
33,215507,348347,1,0.37,0.187,12,0
55,42592,176587,5,0.468,0.079,10,1
23,225587,310274,2,0.517,0.013,11,0
34,63726,194334,1,0.587,0.0,22,0
42,222542,428444,0,0.59,0.229,10,0
46,20771,356393,6,0.525,0.18,39,1
63,18236,207935,3,0.417,0.12,27,1
66,36873,173117,2,0.41,0.181,12,1
33,143749,377023,2,0.321,0.137,10,1
46,77580,13898,4,0.589,0.095,17,1
19,155505,38223,3,0.408,0.013,34,1
50,207693,51324,4,0.471,0.234,39,1
25,21380,179479,2,0.536,0.069,21,1
21,138759,253529,2,0.501,0.073,5,1
52,188731,153501,6,0.499,0.103,1,1
27,114757,102362,3,0.364,0.104,22,1
42,232386,163353,7,0.54,0.14,24,1
23,170608,252364,6,0.453,0.132,14,1
56,23115,155729,5,0.487,0.06,35,1
57,142254,291360,4,0.674,0.102,1,1
47,105229,197284,6,0.576,0.138,12,1
61,45905,467384,0,0.414,0.054,30,0
40,238344,496244,3,0.478,0.201,9,1
27,67316,331234,5,0.74,0.099,7,1
25,34591,281852,0,0.454,0.212,29,1
29,67292,25209,1,0.506,0.003,35,1
28,208413,315043,0,0.6,0.146,7,0
34,155988,196557,3,0.532,0.038,16,1
29,207693,152068,4,0.444,0.056,38,1
48,123481,398793,3,0.388,0.163,5,1
25,42490,30668,0,0.498,0.084,5,0
50,106082,137675,3,0.599,0.282,9,1
35,61945,389360,7,0.698,0.136,19,1
53,145810,463236,0,0.28,0.051,33,0
44,78314,262159,6,0.764,0.136,17,1
65,242977,269215,2,0.457,0.083,14,0
40,103642,483859,0,0.639,0.158,33,0
33,88835,55299,0,0.389,0.079,10,0
48,246356,245669,0,0.258,0.128,14,0
52,137245,128418,3,0.303,0.114,9,1
40,55064,243631,3,0.45,0.105,4,1
47,127886,454086,4,0.579,0.173,23,1
42,74852,302091,0,0.505,0.0,38,0
33,183411,495815,5,0.462,0.107,10,1
34,149819,257466,5,0.668,0.051,2,1
65,186618,432877,0,0.5,0.006,37,0
53,235931,93156,5,0.542,0.041,4,1
22,186331,167131,0,0.967,0.057,1,0
68,95033,144205,3,0.499,0.084,29,1
55,62357,386721,5,0.396,0.124,6,1
20,139401,261400,6,0.572,0.138,39,1
55,120536,118891,4,0.61,0.071,17,1
48,88566,94681,3,0.545,0.211,26,1
65,205626,198415,6,0.524,0.074,8,1
43,228701,85223,1,0.722,0.0,8,0
44,104659,351612,1,0.704,0.076,31,0
34,175008,425665,3,0.482,0.103,20,1
34,246299,484761,0,0.403,0.0,36,0
50,17794,125492,0,0.564,0.185,36,1
61,100724,225207,2,0.403,0.093,24,1
64,188390,256895,1,0.633,0.019,31,0
58,131951,252959,5,0.564,0.033,34,1
49,201093,232072,4,0.901,0.153,23,1
44,126513,117882,3,0.721,0.162,32,1
35,30134,64852,3,0.338,0.055,1,1
57,116910,207579,0,0.422,0.005,6,0
34,110058,55200,3,0.213,0.109,18,1
31,213723,40879,0,0.179,0.122,3,0
63,49627,266829,2,0.517,0.14,18,1
48,51489,430707,5,0.321,0.061,25,1
36,48252,274886,7,0.746,0.091,14,1
62,148401,21433,2,0.674,0.101,39,0
68,248956,421811,2,0.459,0.168,34,0
34,160371,344927,5,0.451,0.193,33,1
45,206827,158530,7,0.723,0.212,28,1
43,215037,143878,2,0.757,0.191,24,0
54,156142,450786,6,0.36,0.227,26,1
67,158162,243293,2,0.341,0.171,4,1
46,72120,79204,5,0.455,0.059,37,1
59,240604,147963,1,0.565,0.207,31,0
48,200139,139569,2,0.423,0.004,11,0
64,219959,206034,7,0.568,0.266,27,1
39,246172,179444,3,0.793,0.032,16,0
38,96953,277921,0,0.289,0.162,37,1
39,48780,168342,6,0.433,0.201,21,1
69,217078,324037,1,0.292,0.132,28,0
49,126145,251413,0,0.375,0.0,7,0
25,240242,470740,6,0.456,0.034,4,1
20,178205,415776,2,0.391,0.125,36,1
44,75441,172778,1,0.578,0.144,24,1
59,98382,30658,7,0.523,0.087,26,1
42,158399,296580,2,0.545,0.105,16,1
47,107665,175770,5,0.454,0.0,25,1
59,81223,451843,2,0.468,0.224,16,1
44,64309,208780,4,0.447,0.074,25,1
65,167648,152213,5,0.463,0.155,25,1
51,23267,176285,6,0.563,0.198,8,1
56,37006,433874,3,0.211,0.019,35,1
58,24995,65139,4,0.543,0.109,37,1
50,187534,479201,6,0.37,0.119,30,1
20,21890,124388,6,0.449,0.082,0,1
40,113657,425271,5,0.266,0.165,0,1
25,43511,276718,3,0.446,0.053,32,1
44,153017,289231,4,0.542,0.104,5,1
25,23087,110245,7,0.569,0.074,39,1
44,21077,363836,1,0.322,0.263,14,1
35,111587,327798,5,0.561,0.054,7,1
19,178428,245722,6,0.671,0.152,27,1
24,40761,234313,3,0.426,0.226,27,1
44,131557,302655,6,0.5,0.036,25,1
22,205426,241178,3,0.19,0.107,30,1
62,161933,487492,6,0.365,0.031,20,1
57,191320,30284,5,0.541,0.0,12,1
54,89181,133049,0,0.643,0.045,17,0
26,236375,426975,6,0.41,0.06,25,1
59,49267,398348,5,0.9,0.064,31,1
51,157248,180495,1,0.547,0.079,17,0
38,117325,258054,5,0.309,0.1,3,1
18,22460,23236,4,0.693,0.016,16,1
45,236835,96667,7,0.312,0.125,23,1
59,180027,472803,2,0.549,0.185,30,1
19,68531,325332,2,0.361,0.193,32,1
20,27303,28915,0,0.296,0.082,31,1
37,173822,398289,6,0.644,0.163,10,1
44,143096,207742,7,0.461,0.052,0,1
42,26713,288690,5,0.759,0.076,8,1
40,246728,429857,2,0.347,0.128,4,1
31,183753,420342,7,0.266,0.077,26,1
21,123724,76863,2,0.428,0.012,10,1
19,71032,189275,5,0.934,0.158,7,1
23,78695,143581,4,0.625,0.042,21,1
53,121106,457746,6,0.583,0.064,19,1
58,28430,392555,7,0.588,0.174,28,1
40,101421,327676,2,0.427,0.138,36,1
22,66101,38665,0,0.909,0.112,3,0
39,41517,403548,1,0.569,0.0,2,1
69,44586,284845,5,0.555,0.019,32,1
30,96211,143762,2,0.648,0.128,36,1
43,104910,226930,1,0.309,0.144,13,1
45,97279,228602,6,0.368,0.118,7,1
35,177141,155084,5,0.463,0.067,11,1
40,137694,455712,1,0.649,0.065,19,0
42,60287,459574,5,0.305,0.115,0,1
42,243502,34938,5,0.49,0.012,5,1
55,186573,468591,7,0.469,0.106,1,1
48,125454,207951,7,0.264,0.003,28,1
20,26554,401917,7,0.424,0.026,17,1
18,229890,392356,7,0.581,0.112,39,1
39,189959,303456,6,0.278,0.141,17,1
65,123466,374469,5,0.712,0.124,12,1
19,53012,343871,4,0.57,0.022,12,1
21,40272,427295,6,0.552,0.0,36,1
53,83120,217611,7,0.501,0.099,7,1
41,69085,372301,0,0.336,0.0,29,0
29,64189,489825,1,0.403,0.166,35,1
28,110766,474075,3,0.554,0.024,38,1
52,25949,82494,2,0.402,0.256,3,1
45,91461,254147,4,0.528,0.033,26,1
51,219692,259929,2,0.365,0.132,32,1
32,218469,315902,6,0.568,0.048,27,1
45,16977,327052,7,0.579,0.088,33,1
62,174481,425375,2,0.256,0.113,37,1
34,247906,270771,6,0.51,0.16,35,1
38,150902,353828,0,0.272,0.171,29,0
26,106730,450743,6,0.221,0.151,7,1
51,130438,60007,5,0.411,0.173,33,1
19,65111,324895,5,0.92,0.057,27,1
30,108358,189828,3,0.616,0.145,11,1
55,235180,453901,0,0.709,0.076,25,0
19,158865,280769,6,0.591,0.169,6,1
69,116256,305413,0,0.531,0.108,33,0
39,44282,379811,3,0.634,0.143,25,1
38,227962,128580,1,0.404,0.12,25,0
45,53195,276348,6,0.571,0.153,10,1
51,184577,388768,4,0.677,0.043,6,1
41,86232,390999,4,0.605,0.0,17,1
63,80475,121657,2,0.686,0.169,13,1
68,55228,420428,6,0.527,0.194,34,1
28,103143,89797,1,0.754,0.092,39,0
54,174118,139912,5,0.469,0.157,25,1
33,112910,429745,7,0.818,0.0,31,1
69,20820,311888,2,0.586,0.056,37,1
31,77041,275667,5,0.442,0.106,29,1
33,52641,282984,2,0.323,0.0,14,1
55,109410,484921,7,0.379,0.0,9,1
59,227112,121385,7,0.356,0.111,11,1
24,241244,156588,2,0.487,0.058,12,0
46,249422,250040,1,0.309,0.076,8,0
35,41478,424276,0,0.694,0.072,27,0
49,129583,278798,5,0.517,0.01,39,1
46,25712,365695,7,0.511,0.085,10,1
69,131411,410496,1,0.325,0.099,17,1
66,150519,447122,6,0.385,0.059,37,1
52,196748,235884,6,0.167,0.065,36,1
53,94059,234377,3,0.743,0.086,1,1
64,23504,49648,1,0.287,0.157,13,1
27,121726,49352,5,0.299,0.093,13,1
55,115350,248775,4,0.712,0.0,11,1
58,161688,377055,6,0.558,0.016,37,1
24,38459,420595,4,0.518,0.165,30,1
63,159099,210162,0,0.551,0.052,2,0
54,109217,289915,1,0.643,0.094,24,0
36,188670,408183,3,0.515,0.235,23,1
43,246198,166243,3,0.268,0.144,20,1
43,68490,87668,2,0.61,0.0,28,1
65,192103,461275,7,0.563,0.201,17,1
68,45007,277565,2,0.676,0.11,28,1
59,246485,86269,5,0.313,0.126,18,1
51,128030,133473,2,0.391,0.121,37,1
23,190321,170170,7,0.559,0.164,33,1
65,197714,108550,7,0.358,0.094,2,1
24,157905,224195,6,0.147,0.0,6,1
26,105331,408268,6,0.53,0.123,15,1
21,192241,371609,5,0.634,0.003,2,1
67,126932,459356,4,0.481,0.227,2,1
43,169886,419515,4,0.582,0.075,0,1
30,159114,162545,0,0.561,0.096,35,0
